,Price,age,landValue,livingArea,bedrooms,bathrooms,rooms,heating_hot air,heating_hot water/steam,fuel_gas,fuel_oil,waterfront_Yes,newConstruction_Yes,centralAir_Yes
0,-0.019677231283020742,0.01911780422100255,0.02000514109292834,-0.034210369461455496,-0.0343144137298344,-0.03316659336818946,-0.02117855190460285,0,0,0,0,0,0,0
1,-0.0026639435443760622,-0.06502704001671547,0.00044839399247831866,0.009005557913445388,-0.004352928186700216,0.022832788312818857,-0.010589275952301427,0,1,1,0,0,0,0
2,-0.030304599395585486,0.044546488216617934,-0.02659786331586313,0.00863407429704223,0.02560855735643397,-0.03316659336818946,0.010589275952301427,0,1,1,0,0,0,0
3,-0.011139689598245822,-0.005986557961977532,-0.0038159171185418853,0.00863407429704223,-0.004352928186700216,-0.014500132807853353,-0.02117855190460285,1,0,1,0,0,0,0
4,-0.043167449801792636,-0.06502704001671547,-0.00915580036877086,-0.036934582648412005,-0.0343144137298344,-0.03316659336818946,-0.0423571038092057,1,0,1,0,0,1,1
5,-0.025071126834919296,0.012507735783527969,-0.010826798421192331,-0.024056483946435805,0.02560855735643397,-0.03316659336818946,0.010589275952301427,1,0,1,0,0,0,0
6,-0.011846633174225352,0.013864018140967441,0.0015108658388131404,0.04198504785857032,0.02560855735643397,-0.014500132807853353,0.010589275952301427,0,1,0,1,0,0,0
7,-0.006111448763302826,0.006071767892472201,-0.009810432118112037,-0.0030057456835901005,0.02560855735643397,-0.014500132807853353,0.02117855190460285,1,0,0,1,0,0,0
8,-0.04073073167820798,0.015755719732457374,0.00033953786149410365,-0.004244024404933966,-0.004352928186700216,-0.014500132807853353,0.010589275952301427,0,0,0,0,0,0,0
9,-0.023771287329076133,-0.02902100516443987,-0.0007768081312918414,-0.013159631198609792,-0.004352928186700216,-0.014500132807853353,-0.010589275952301427,1,0,1,0,0,0,0
10,0.029163244320812187,0.04281137034262983,-0.013378599822971174,0.04784623380626461,0.11549301398583653,-0.03316659336818946,0.05294637976150714,1,0,0,1,0,0,0
11,-0.025071126834919296,-0.04952008485666678,0.00044839399247831866,-0.004574232063958996,-0.004352928186700216,0.004166327752482752,-0.010589275952301427,1,0,1,0,0,0,0
12,-0.04329409855712021,-0.005986557961977532,-0.03675121903363443,-0.042548112851837516,-0.0343144137298344,-0.03316659336818946,-0.031767827856904275,0,0,0,0,0,0,0
13,-0.03665357926024986,0.04765869302748569,-0.0473384428841677,-0.014521737792088044,-0.004352928186700216,0.004166327752482752,-0.02117855190460285,0,1,1,0,0,0,0
14,-0.021984983681383474,-0.013514050004391176,-0.10383202061775597,-0.017947642254472738,-0.004352928186700216,-0.014500132807853353,0.010589275952301427,1,0,0,1,0,0,0
15,-0.04079124712476714,0.0353918679257087,-0.05254689657261497,-0.032972090740111634,-0.004352928186700216,-0.03316659336818946,-0.031767827856904275,0,1,1,0,0,0,0
16,-0.011139689598245822,-0.013514050004391176,-0.10383202061775597,-0.017947642254472738,-0.004352928186700216,-0.014500132807853353,0.0,1,0,0,1,0,0,0
17,0.015692141393539385,-0.06502704001671547,0.01990806260006957,0.04462670913077057,0.02560855735643397,0.022832788312818857,0.05294637976150714,1,0,1,0,0,0,1
18,-0.0628016157879517,0.03383041058872358,-0.02291201200559809,-0.033467402228649176,-0.0343144137298344,-0.03316659336818946,-0.010589275952301427,0,1,0,1,0,0,0
19,-0.04226417478053046,-0.000364199998583577,-0.002925833458584493,-0.02653304138912354,-0.004352928186700216,-0.03316659336818946,-0.010589275952301427,1,0,0,1,0,0,0
20,-0.028826669215887037,-0.00764448723503835,-0.02262874907737986,-0.02801897585473617,-0.004352928186700216,-0.03316659336818946,0.0,0,0,0,0,0,0,0
21,-0.032391608749405935,0.004125166132796443,-0.033018173387983366,-0.005564855041034088,-0.004352928186700216,-0.014500132807853353,-0.031767827856904275,0,0,0,0,0,0,0
22,-0.013422183001881657,-0.04952008485666678,-0.030553258602039182,-0.00655547801810918,-0.004352928186700216,0.022832788312818857,0.0,1,0,1,0,0,1,1
23,-0.012924567099382243,0.00698502968783573,-0.03528309428956803,0.01424760450046775,-0.004352928186700216,0.004166327752482752,-0.010589275952301427,1,0,0,1,0,0,0
24,-0.04048934041676664,-0.0016429370190812476,-0.03481284972109737,-0.005564855041034088,-0.004352928186700216,-0.014500132807853353,-0.031767827856904275,0,0,0,0,0,0,0
25,0.014619781833931653,0.010305453443096494,-0.033454530657380306,0.0201913423629183,0.02560855735643397,0.04149924887315496,0.031767827856904275,1,0,0,1,0,0,0
26,-0.018659746766642633,0.04334618004877941,-0.03134734830473703,-0.003253401427858873,-0.004352928186700216,-0.03316659336818946,-0.010589275952301427,0,1,0,1,0,0,0
27,-0.014769959912523363,0.008706787270409345,-0.03831410486939758,-0.023313516713629485,0.02560855735643397,-0.014500132807853353,-0.02117855190460285,1,0,0,1,0,0,0
28,0.04771755474481852,0.02421374243045803,-0.05068349927086428,0.029973744261534832,0.02560855735643397,0.004166327752482752,0.031767827856904275,1,0,0,1,1,0,0
